博主,ID,URL,Awesome ID,标题,评论量,分享量,点赞量,收藏量,视频发布时间,采集时间,文案内容,话题分类,销售季节,产品名称,产品卖点,产品版型,产品功能,产品使用场景,用户痛点,一句话卖点,拍摄指导
蕉下官方旗舰店,226,https://www.iesdouyin.com/share/video/7362548449079758116/?region=CN&mid=7362548572333804315&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=YkymYMNOQKLx.8K8nnMi4e9QeQ3j3boj3egoR_JBKnA-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36255E+18,如此透气的防晒衣算是给蕉下官方旗舰店玩明白了！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#直播,0,0,3,0,2024/4/28 0:10,2025/1/4 10:51,五十哦我做五百我这一件抵他十件的防晒效果对的你知道吗所以买我的人确实比较多而且你看紫外线阻隔率是百分之九十九点八什么意思呢相当于如果太阳过来了一百份我用这个衣服给你挡掉九十九点八分对的所以你的皮肤几乎接近于晒不到太阳你就很有安全感呀什么晒黑啊晒红啊晒伤不存在了不存在只要你穿防晒服这个衣服给到你高倍性能的防晒服能够把你皮肤都保护起来所以买的他的人多你知道吗,品牌/店铺/达人话题,夏季,蕉下防晒衣,紫外线阻隔率99.8%，提供高倍防晒性能，有效防止晒黑、晒红、晒伤,休闲百搭款,透气/防晒,户外/日常,想要一件能够有效防晒的衣物，避免晒黑、晒红、晒伤,高效透气防晒，安心无惧阳光伤害,"{""细节性词汇"":[""紫外线阻隔率99.8%——画面对应防晒衣上的标识展示"",""透气面料——画面对应布料的细节展示"",""安全感——画面对应穿着后的用户微笑"",""无""],""画面性词汇"":[""太阳光满满，却无惧——画面对应暴晒环境中舒适自信的用户"",""防晒不怕晒黑——画面对应独家防晒实验展示"",""“只要你穿防晒服”——画面展示日常出入场合着装"",""无""],""特效性词汇"":[""透气——特效显示空气流通"",""高倍防晒——特效表现阳光阻挡"",""无"",""无""],""强调性词汇"":[""紫外线阻隔率99.8%——字体包装/音效包装"",""高倍防晒性能——字体包装/音效包装"",""安全感——字体包装/音效包装"",""不存在晒伤——字体包装""]}"
蕉下官方旗舰店,225,https://www.iesdouyin.com/share/video/7362488839023152447/?region=CN&mid=7362488884539738889&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=BwASiI.8HZM76mnkMct25BQaLrqJfzxH3dkv8cpi2T4-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36249E+18,硬核防晒分享，夏天有这一件就够！#蕉下官方旗舰店#防晒#出门必备,0,0,2,1,2024/4/27 20:59,2025/1/4 10:51,五十哦我做五百我这一件抵他十件的防晒效果对的你知道吗所以买我的人确实比较多而且你看紫外线阻隔率是百分之九十九点八什么意思呢相当于如果太阳过来了一百份我用这个衣服给你挡掉九十九点八分对的所以你的皮肤几乎接近于晒不到太阳你就很有安全感呀什么晒黑啊晒红啊晒伤不存在了不存在只要你穿防晒服这个衣服给到你高倍性能的防晒服能够把你皮肤都保护起来所以买的他的人多你知道吗,功能话题；品牌/店铺/达人话题,夏季,防晒服,紫外线阻隔率为99.8%，有效保护皮肤不被晒黑、晒红、晒伤,修身设计,防晒,出门,需要高效防晒，防止皮肤晒黑、晒红、晒伤,一件顶十件的硬核防晒服,"{""细节性词汇"":[""紫外线阻隔率99.8%——画面对应细节展示""],""画面性词汇"":[""出门必备——画面对应户外镜头展示""],""特效性词汇"":[""防晒保护——特效包装""],""强调性词汇"":[""高倍性能——字体包装/音效包装"",""安全感——字体包装/音效包装""]}"
蕉下官方旗舰店,224,https://www.iesdouyin.com/share/video/7362117640367705363/?region=CN&mid=7362117686563801866&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=X7NlxcH3uR8QXfBMkcW.2V02PVCuAfrwMxh8vU4sk.s-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36212E+18,不是吧，不会还有人不知道这件运动都能穿的防晒衣吧！#穿出高级感#显瘦#时髦精#夏日穿搭,0,3,5,0,2024/4/27 19:20,2025/1/4 10:51,不愧是我蜜姐代言的交叉这件防晒衣真的就是身材的绝佳搭档它上身之后就是这种 S 型的曲线腰显得身材就是前凸后翘用的还是高定品牌采用的七片式剪裁工艺每一寸它都紧密贴合人体曲线在它的两侧特别是鱼骨线的设计它视觉上就会显得腰掐进去了胸就会显得外扩 A 升 C 这个轻松盖啊它这个弧形下来可以遮住我们肚子上的小肉肉肉肉姐妹你不用担心一不收腹也不会露出肚子上的小肉肉而且它这个肩部位置也设计成正肩版型我本身是有一点肉肉的就很少有衣服能够穿成这种直角肩来给你们看看侧面真的超显背薄秒杀防晒就像水洗的不会影响它的防晒力不是那种刺透型的防晒衣真的就我这些天穿下来这件交叉小蛮腰无论是防晒力还有体感都做的好好咱就是说有它三亚下次还来,风格话题；个性话题；日常话题,夏季,交叉防晒衣,S型曲线修身、鱼骨线设计、弧形设计遮肚、正肩版型、优良防晒力,S型曲线、七片式剪裁、正肩版型,防晒、修身、显瘦,户外、夏日穿搭,寻找兼具防晒和显瘦效果的时尚夏季外衣,不仅防晒，还能穿出高级感的S型曲线防晒衣,"{""细节性词汇"":""鱼骨线设计细节——画面对应细节展示"",""画面性词汇"":[""弧形设计遮肚效果——画面对应侧面展示"",""正肩版型——画面对应肩部细节展示""],""特效性词汇"":""无"",""强调性词汇"":[""高级感——字体包装"",""显瘦——字体包装""]}"
蕉下官方旗舰店,223,https://www.iesdouyin.com/share/video/7362115207969246476/?region=CN&mid=7362115269713595147&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=JzQAAy6S7HNyNTi2adYh.p8Ck1dEqe1mfgy7rJHNljY-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36212E+18,穿上就不想脱的防晒衣，姐妹们闭眼冲！#蕉下官方旗舰店al417#户外防晒#风感波粒,0,15,15,2,2024/4/27 18:10,2025/1/4 10:51,我一口气就入了这么多好看的颜色。好看透气又百搭。黑色系呢是我平时穿搭最多的，因为黑色很防晒。里面搭配小吊带，再穿上这种同色系的防晒服，再戴上帽子墨镜，就是妥妥的网红香秀风。松弛并且自带美女的氛围感。而且这个黑色上身呢，一点觉得闷热。粉色这件呢，就是韩版美女自带反光版。就是它嫩嫩的，很减龄。出乎意料的不显黑，反而显得我们气色超好。皮肤呢看着也是水水的。随手搭配一件这样的白裙子，就是活力美少女。还有这件基础款的白色搭配件连衣裙，这女人味啊一下就出来了。让人呢眼前一亮，显得咱身材贼辣。再带一个这样的棒球帽，三亚的辣妹都被我吸引啦。不会搭配的姐妹可以按照这个穿搭思路来，保证你穿上都想脱下来的。,好物话题；品牌/店铺/达人话题；功能话题,夏季,防晒衣,1. 透气百搭 2. 黑色防晒且不闷热 3. 粉色减龄且显气色好 4. 基础款白色提升女人味,1. 黑色系网红香秀风 2. 粉色韩版美女反光 3. 基础款白色连衣裙 4. 百搭小吊带搭配,防晒,户外/日常/度假,寻找既防晒又时尚的服装,好看透气又百搭，防晒不显黑，穿出活力美少女。,"{""细节性词汇"":[""黑色系防晒效果——画面对应黑衣日光下效果"",""粉色显肤嫩——画面对应肤色展示"",""白色裙子显女人味——画面对应裙子细节""],""画面性词汇"":[""随手搭配——画面对应多种搭配展示"",""自带美女氛围感——画面对应平静自然展现"",""三亚辣妹吸引——画面对应沙滩度假场景""],""特效性词汇"":[""反光版粉色——特效光影处理"",""不显黑效果——特效明暗对比"",""水水的肤感——特效水润展现""],""强调性词汇"":[""防晒——字体包装/音效包装"",""减龄——字体包装/音效包装"",""百搭——字体包装/音效包装"",""美女氛围感——字体包装/音效包装"",""女人味——字体包装/音效包装""]}"
蕉下官方旗舰店,222,https://www.iesdouyin.com/share/video/7362115002532220196/?region=CN&mid=7362115034824149798&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=RneaJMXzv8CdHiyE5mk8Wh7irDEgUTwm8vacRbwnTlQ-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36212E+18,一件顶6件，一天几块钱的防晒成本！#蕉下官方旗舰店al417#五一防晒#三亚穿搭,0,12,10,1,2024/4/27 15:10,2025/1/4 10:51,一天呢也就不到一块钱的防晒成本，自从我啊经历了前几次的晒黑修护花了老多钱之后，这次呢学聪明了，专门呢就选了这一件杨幂代言的蕉下冰沙自在衣。原本啊我买这件是有点纠结的，因为毕竟别家送的东西又多又便宜，结果我认真的去对比了一下这个资质证书、面料细节之后，就还是果断的投入了蕉下的怀抱。蕉下的黑胶今年已经升级到了五点零版本，别家防晒衣的帽檐真的就是做个款式又丑又垮，来凑数的。蕉下哑光黑胶大帽檐跟小黑伞用的是同一种，百分百不透光，甚至还做了帽下隔热十七点五度，你在室外待一天也不怕闷汗脱妆。这种大面积的透气网眼重工的拼接工艺，就连透气区都能防晒。我穿着它在三亚走路逛一整天都没觉得热，这纱线自带凉感，就像是穿了一个小空调在身上一样，一直穿一直凉。怪不得蕉下的线下门店能开到上百家，这格局是真的大。,好物话题；场景话题；品牌/店铺/达人话题,夏季,蕉下冰沙自在衣,百分百不透光防晒，帽下隔热，透气网眼拼接，全身凉感,大帽檐设计，重工拼接工艺,防晒，隔热，透气，凉感,户外逛街，海滩旅行，日常穿搭,需要经济且有效的防晒解决方案,选择杨幂推荐的蕉下防晒衣，全天候享受凉感防晒！,"{""细节性词汇"":[""哑光黑胶大帽檐——画面对应细节展示帽檐质感"",""重工透气网眼拼接——画面对应展示拼接处细节"",""自带凉感纱线——画面对应触摸纱线展示""],""画面性词汇"":[""穿一天不闷——画面对应户外活动，展示凉爽"",""不透光——画面对应防晒测试与其他产品对比"",""隔热十七点五度——画面对应温度测试展示""],""特效性词汇"":[""防晒升级五点零——特效包装"",""帽下隔热——特效温差显示"",""自带小空调——特效凉感动态展示""],""强调性词汇"":[""杨幂代言——字体包装/音效包装"",""线下上百家——字体包装/音效包装"",""百分百不透光——字体包装/音效包装""]}"
蕉下官方旗舰店,221,https://www.iesdouyin.com/share/video/7362438991980842294/?region=CN&mid=7362439030073494283&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=yNpwaG_VLk0lxoJ8fUoZnseDEpW5.JVQNsqPBiLSMsA-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36244E+18,想要夏日清凉感，来试试这件#蕉下官方旗舰店防晒衣#夏日穿搭#防晒好物,0,0,3,0,2024/4/27 15:03,2025/1/4 10:51,比如说你看像我们人体的温度大家现在注意力集中看过来啊你们看人体的一个温度是多少度你们看一下是三十五度三十五点七度是不是三十五点七度然后大家现在再看一下我们这款这款防晒衣姐妹们你们看一下这款防晒是多少度二十三点九二十三点九度你们自己算一下是降了多少度都降了十几度了吧对刚刚是三十五度现在跳到二十三度都降了十几度所以说你们穿这个夏天等于什么穿了一个空调出门,好物话题；品牌/店铺/达人话题；场景话题,夏季,防晒衣,降温效果显著，人体温度从35度降到23度，仿佛穿着空调出门,无,防晒/降温,夏日外出/户外活动,夏天需要保持清凉，同时需要防晒保护,穿上防晒衣，夏天出门仿佛带上一个空调,"{""细节性词汇"":[""无"",""无"",""无""],""画面性词汇"":[""人体温度对比——画面对应温度计展示"",""夏天等于空调出门——画面对应穿着舒爽微笑的人"",""无""],""特效性词汇"":[""无"",""无"",""无""],""强调性词汇"":[""清凉降温——字体包装/音效包装"",""防晒效果——字体包装/音效包装"",""温度直降——字体包装/音效包装""]}"
蕉下官方旗舰店,220,https://www.iesdouyin.com/share/video/7362348587918839079/?region=CN&mid=7362348665526045503&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=QHVPSgSNfueQ5YVTat_GNdso8tS43L6TYTFCDB12gPI-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36235E+18,如此透气的防晒衣居然能做到3s速干！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#直播,0,2,1,1,2024/4/27 9:13,2025/1/4 10:51,如此透气的防晒衣居然能做到3s速干！没好穿啊但是你看我这个衣服这透气效果这个裤子一样透气是什么呢透气凉感速干的可以做到直接一件抵多件的一个防晒服没问题洗不了哈这个帽子只能用,功能话题；品牌/店铺/达人话题,,防晒衣,透气效果佳，凉感速干，3秒速干,,透气/速干/防晒,,想要一件透气凉感并且速干的防晒衣,透气凉感速干的防晒衣，3秒速干，直接一件抵多件,"{""细节性词汇"":[""透气效果——画面对应细节展示"",""凉感——画面对应细节展示"",""速干——画面对应细节展示""],""画面性词汇"":[""透气——画面对应户外镜头展示"",""速干——画面对应从湿到干的过程"",""防晒——画面对应阳光下的防护效果""],""特效性词汇"":[""3秒速干——特效包装"",""透气凉感——特效包装"",""多件效果——特效包装""],""强调性词汇"":[""透气——字体包装/音效包装"",""速干——字体包装/音效包装"",""防晒——字体包装/音效包装""]}"
蕉下官方旗舰店,219,https://www.iesdouyin.com/share/video/7362348421795122495/?region=CN&mid=7362348524463229722&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=m1dyffT0uSXg.0NtxtdB_JnAnMChV_cyWSjkd_D1qMo-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36235E+18,想要夏日清凉感，来试试这件#蕉下官方旗舰店防晒衣#夏日穿搭#防晒好物,0,0,2,0,2024/4/27 9:12,2025/1/4 10:51,"想要夏日清凉感，来试试这件#蕉下防晒衣 #夏日穿搭 #防晒好物
三十六点八天了，我都马上发烧了，你看水都这么热了，再看一下我衣服上面的温度啊，看一下我衣服上面温度来多少，二十四点多，十多度的一个温差，宝贝是啊，这个衣服就是能够让我们身体在热热的时候，你穿上我这个衣服，它就能够让你的身体迅速的凉凉。",好物话题；品牌/店铺/达人话题；场景话题,夏季,蕉下防晒衣,能够显著降低体表温度，让体感迅速变凉，适合炎热天气穿着。,休闲百搭款式,清凉感/防晒,户外/日常/休闲,在炎热的夏天，想要一件能够有效降温的衣服。,迅速降温，带来清凉体感的夏日穿搭利器。,"{""细节性词汇"":[""无""],""画面性词汇"":[""体感迅速变凉——画面对应温度显示对比"",""炎热天气穿着的舒适度——画面对应用户穿着体验"",""防晒效果——画面对应户外阳光环境""],""特效性词汇"":[""无""],""强调性词汇"":[""迅速降温——字体包装/音效包装"",""清凉体感——字体包装/音效包装"",""夏日穿搭——字体包装/音效包装""]}"
蕉下官方旗舰店,218,https://www.iesdouyin.com/share/video/7362348323350580534/?region=CN&mid=7362348409283496742&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=LCuag5yX4XbiH3fw_nD.paWQCrW5yBFNHHN9dvCeQ4I-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36235E+18,想要夏日清凉感，来试试这件#蕉下官方旗舰店防晒衣#夏日穿搭#防晒好物,0,0,4,0,2024/4/27 9:12,2025/1/4 10:51,身上他跟你皮肤一样热的话那没有用那没法穿夏天看一下我们家这个啊他是能给你们降温的先看一下我的体感体感温度来我的体感温度是多少是三十五点三啊三十五点三再看一下我们家衣服上面那个温度啊宝宝他是能够做到什么呢一个非常明显的一个区别好不好他是能够降温啊来好多度直接从三十几度降温到二十几度的没错就是给你从夏天变成,功能话题；好物话题；品牌/店铺/达人话题,夏季,蕉下防晒衣,降温效果，给皮肤带来清凉感,无,降温，防晒,夏日穿搭，户外活动,夏天穿衣过热、不舒适,给你们降温的夏日防晒好物,"{""细节性词汇"":[""无""],""画面性词汇"":[""降温效果展示：画面对应衣服温度对比演示""],""特效性词汇"":[""无""],""强调性词汇"":[""降温效果——字体包装/音效包装""]}"
蕉下官方旗舰店,217,https://www.iesdouyin.com/share/video/7362348197731192083/?region=CN&mid=7362348274596023094&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=u3R7U5Az53krstGsauHGyPXC1FbycxcwevsVjU0BbAw-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36235E+18,想要夏日清凉感，来试试这件#蕉下官方旗舰店防晒衣#夏日穿搭#防晒好物,0,0,2,0,2024/4/27 9:11,2025/1/4 10:51,测试看一下我这个什么体表温度来这是多少三十六度七三十六点三来再看一下我衣服上面的一个什么衣服上面的一个温度啊宝贝实时温度来给他看一下衣服上面二十五点四对十一度的一个温差就是你身体温度高啊来宝贝你穿我这个衣服他能给你做到什么呢凉感。,好物话题；品牌/店铺/达人话题；场景话题,夏季,蕉下防晒衣,降温凉感，体表温度明显下降，显著提高舒适度,无,防晒/清凉降温,户外/日常/夏季活动,夏季炎热，体表温度高，传统衣物不凉爽,释放夏日清凉的蕉下防晒衣，降温显著，舒适无比。,"{""细节性词汇"":[""无""],""画面性词汇"":[""实时温度展示——画面对应温度测试的细节"",""体表与衣物温差——画面对应温差对比展示"",""凉感体验——画面对应清凉舒适表现""],""特效性词汇"":[""降温效果显著——特效包装""],""强调性词汇"":[""清凉感受——字体包装/音效包装"",""明显温差——字体包装/音效包装"",""夏日必备——字体包装/音效包装""]}"
蕉下官方旗舰店,216,https://www.iesdouyin.com/share/video/7362100147402083623/?region=CN&mid=7362100177320102710&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=gVte_UH4ibEHKTVWVlL4RzFmqFCMpDKJsUWtKvIJ5O8-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.3621E+18,高定同款剪裁，腰直接恰进去#蕉下官方旗舰店al119#五一出游#夏季新款#夏天穿什么,0,8,4,2,2024/4/27 9:10,2025/1/4 10:51,肖战你这样设计哪个女生能拒绝啊。九十斤和一百二十斤穿上去一样显瘦。它的版型是这种七片式的立体剪裁，像这种剪裁一般是某迪某肖的高定很爱用啊，非常高于贴着你的身材曲线来设计的。再结合它的3D公主线结构，侧面这个鱼翘就像把这个腰给掐进去了一样，无论从哪个角度看都超级显瘦。瞬间的雪花直角肩部一下子就有了，侧面啊也是非常显背薄的。微胖身材姐妹啊，不要一直穿这种宽松版型的防晒衣了。弧形的下摆呢，正好能遮住我们的小肚子，胖瘦穿都好看。就算不露脸啊，一百二十斤也可以拥有九星美女的氛围感。,好物话题；场景话题；品牌/店铺/达人话题,夏季,蕉下al119,七片式立体剪裁，3D公主线结构，显瘦效果，无论哪个角度都显得身材纤细,七片式立体剪裁，弧形下摆,显瘦，遮肚，塑腰,日常穿着，出游,希望显瘦且不显露臃肿感，适合各种体型,高定同款剪裁，腰直接恰进去,"{""细节性词汇"":[""七片式立体剪裁——画面对应细节展示"",""3D公主线结构——画面对应剪裁细节"",""鱼翘设计——画面对应腰部设计""],""画面性词汇"":[""显瘦效果——画面对应模型试穿对比"",""遮肚——画面对应前后对比"",""雪花直角肩——画面对应肩部造型""],""特效性词汇"":[""瞬间显瘦——特效包装"",""直角肩效果——特效包装"",""显背薄效果——特效包装""],""强调性词汇"":[""九星美女氛围感——字体包装/音效包装"",""无论哪个角度——字体包装/音效包装"",""非常显瘦——字体包装/音效包装""]}"
蕉下官方旗舰店,215,https://www.iesdouyin.com/share/video/7362118193764191500/?region=CN&mid=7362118333480782618&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=rEzKUE.f6hw1ENUeZIeJPFqOrWYttueKLBcJcc9hVug-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36212E+18,果然是幂姐一眼就爱上的防晒衣！好穿又好看#蕉下官方旗舰店al119#户外防晒#户外穿搭#夏季新款,2,9,18,2,2024/4/27 7:20,2025/1/4 10:51,杨幂一眼就爱上的防晒衣原来这么好。娇夏冰纱小蛮腰拥有能阻隔百分之九十九点八紫外线的专利云朵原纱冰丝面料，再搭配反射有害光的哑光黑胶帽。不仅防止晒伤、泛红，更能呵护我们脸部。掐腰的设计视觉显瘦十斤，这么好的防晒衣，趁夏天还没来，姐妹们赶紧冲。,好物话题；场景话题；品牌/店铺/达人话题,夏季,娇夏冰纱小蛮腰防晒衣,能阻隔99.8%紫外线的专利云朵原纱冰丝面料，哑光黑胶帽反射有害光，掐腰设计显瘦,掐腰的设计视觉显瘦,"[""防晒"",""防止晒伤"",""呵护脸部"",""显瘦""]",户外,需要一件既能防晒又显瘦的防晒衣,娇夏冰纱小蛮腰，阻隔99.8%紫外线，防晒又显瘦,"{""细节性词汇"":[""专利云朵原纱冰丝面料——画面对应材料的显微展示"",""哑光黑胶帽——画面对应帽子的细节展示"",""掐腰设计——画面对应衣服腰部设计""],""画面性词汇"":[""阻隔紫外线——画面对应紫外线实测场景"",""显瘦十斤——画面对应穿着前后的对比"",""防晒效果——画面对应防晒前后的对比""],""特效性词汇"":[""阻隔99.8%紫外线——特效包装"",""哑光黑胶帽功能——特效包装"",""显瘦效果——特效包装""],""强调性词汇"":[""专利面料——字体包装/音效包装"",""显瘦十斤——字体包装/音效包装"",""大牌推荐——字体包装/音效包装""]}"
蕉下官方旗舰店,214,https://www.iesdouyin.com/share/video/7362184388240592167/?region=CN&mid=7362184583024036635&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=E.iQI0y6x_XRGBAtMkKaBb4cy2n8cCLuzBWbBJgOEbU-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36218E+18,如此透气的防晒衣居然能做到3s速干！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#直播,1,2,3,0,2024/4/27 6:59,2025/1/4 10:51,如此透气的防晒衣居然能做到3s速干！#蕉下 #蕉下防晒衣 #直播 你身上热没有关系啊，把阴气寒气透出去，对的透出去，它不会闷在里面。对的，给你看一下。,功能话题；品牌/店铺/达人话题,夏季,防晒衣,透气、速干、防晒,无具体版型信息,透气/速干,户外/日常,担心防晒衣会闷热不透气,透气速干且防晒的防晒衣,"{""细节性词汇"":[""透气"",""速干"",""防晒""],""画面性词汇"":[""它不会闷在里面——画面对应防晒衣透气展示""],""特效性词汇"":[""无""],""强调性词汇"":[""速干——字体包装/音效包装"",""透气——字体包装/音效包装""]}"
蕉下官方旗舰店,213,https://www.iesdouyin.com/share/video/7362183741248146707/?region=CN&mid=7362183805190425380&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=y10vkn4c49Dx5bpAdLAtipWFmmgZocavzQ25UcoJUjA-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36218E+18,如此透气的防晒衣居然能做到3s速干！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#直播,0,1,4,1,2024/4/27 0:59,2025/1/4 10:51,夏天很热，出去玩身上有热气汗气也没关系，这款防晒衣能散出去。它具有六维防晒功能，是专研防晒12年的成果。防晒衣的透气性很好，通气速度为202mm/s，还有内开口设计，宽度为7.5cm。此外，它的凉感系数为0.66倍，能快速降温。该防晒衣的索罗娜纤维含量为99.8%，具有很好的弹性和舒适度。,功能话题；品牌/店铺/达人话题,夏天,防晒衣,六维防晒，透气性好，索罗娜纤维提供弹性和舒适度,内开口设计,透气/防晒/速干/凉感,户外/休闲/日常,夏季外出需要透气且防晒的服装,如此透气且防晒的防晒衣，3s速干解决夏日烦恼,"{""细节性词汇"":[""六维防晒功能——画面对应细节展示"",""通气速度为202mm/s——画面对应通风测试"",""内开口设计——画面对应口袋展示""],""画面性词汇"":[""出去玩身上有热气汗气也没关系——画面对应的户外活动场景"",""索罗娜纤维——画面对应服装纤维结构放大展示"",""防晒衣透气性——画面对应穿着者感受凉风""],""特效性词汇"":[""3s速干——特效包装"",""凉感系数为0.66倍——特效包装"",""很好的弹性和舒适度——特效包装""],""强调性词汇"":[""专研防晒12年——字体包装/音效包装"",""索罗娜纤维含量为99.8%——字体包装/音效包装"",""透气性很好——字体包装/音效包装""]}"
蕉下官方旗舰店,212,https://www.iesdouyin.com/share/video/7362183202938555689/?region=CN&mid=7362183318474853170&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=WyNtjXtd4Oqg4Pc7RUPx05qw.ApOVAlgH.tBPGf77tI-&share_version=0&ts=1735959090&from_aid=6383&from_ssr=1,7.36218E+18,100分全遮光黑胶帽檐，拒绝晒出斑斑点点#蕉下官方旗舰店防晒衣#防晒#直播,0,2,2,0,2024/4/27 0:50,2025/1/4 10:51,脸上你没有做防晒，晒红了，晒伤了，晒黑了，但你看一下我们家，你就这种皮肤，对不对？你到时候晒出斑斑点点，你都没办法了。但是你穿的防晒服呢皮肤,品牌/店铺/达人话题;功能话题,夏季,蕉下防晒衣,100分全遮光黑胶帽檐,无,防晒,户外/日常,害怕皮肤晒黑、晒伤、晒出斑斑点点,100分全遮光黑胶帽檐，拒绝晒出斑斑点点,"{""细节性词汇"":""无"",""画面性词汇"":""无"",""特效性词汇"":""无"",""强调性词汇"":""拒绝晒出斑斑点点——字体包装/音效包装""}"
