话题id,话题,热度值,发布视频量,播放量,稿均播放量,话题创建时间,话题时间热度键值对,差分值,趋势
1.68E+15,陪伴与信任,21,11,24769,2251,2020/9/18 7:08,"[('20240919', 21)]",0,无明显趋势变化
1.63E+15,高姿态,21,368,2613445,7101,2019/2/21 0:55,"[('20240919', 21)]",0,无明显趋势变化
1.66E+15,克里亚瑜伽,21,72,89028,1236,2020/4/6 18:19,"[('20240910', 21), ('20240918', 22), ('20240919', 21)]",0,无明显趋势变化
1.70E+15,陶矜talk,21,38,4612337,121377,2021/3/29 11:30,"[('20240909', 21), ('20240910', 21), ('20240911', 28), ('20240919', 21)]",0,无明显趋势变化
7.36E+18,做事不要比,21,1,39297,39297,2024/4/19 23:51,"[('20240911', 21), ('20240919', 21)]",0,无明显趋势变化
1.58E+15,倒过来看世界,21,474,2619549,5526,2017/9/1 8:04,"[('20240919', 21)]",0,无明显趋势变化
1.71E+15,聪明的人不贪三件事,21,35,82400,2354,2021/9/19 5:17,"[('20240917', 21), ('20240919', 21)]",0,无明显趋势变化
1.70E+15,女性职业选择,21,36,123945,3442,2021/5/18 6:50,"[('20240906', 21), ('20240907', 21), ('20240919', 21)]",0,无明显趋势变化
1.70E+15,女性职业选择,21,36,123945,3442,2021/5/18 6:50,"[('20240906', 21), ('20240907', 21), ('20240919', 21)]",0,无明显趋势变化
1.72E+15,浮财无根易散难守,21,33,290890,8814,2022/1/14 13:12,"[('20240910', 21), ('20240919', 21)]",0,无明显趋势变化
1.71E+15,伊能静有效撒娇,162,30,14044584,468152,2021/10/6 10:42,"[('20240906', 58), ('20240907', 55), ('20240908', 61), ('20240909', 42), ('20240910', 47), ('20240911', 72), ('20240912', 36), ('20240913', 37), ('20240914', 32), ('20240915', 34), ('20240916', 53), ('20240917', 53), ('20240918', 38), ('20240919', 58)]",0,无明显趋势变化
1.60E+15,淡泊名利,64,1557,15234403,9784,2018/6/13 15:34,"[('20240906', 39), ('20240907', 39), ('20240908', 39), ('20240909', 39), ('20240910', 56), ('20240911', 33), ('20240912', 25), ('20240912', 0), ('20240913', 26), ('20240914', 40), ('20240915', 54), ('20240916', 23), ('20240917', 0), ('20240917', 22), ('20240918', 39), ('20240919', 39)]",0,无明显趋势变化
1.68E+15,格局修养,29,52,224199,4311,2020/9/20 5:20,"[('20240906', 29), ('20240907', 23), ('20240908', 36), ('20240909', 22), ('20240910', 35), ('20240911', 21), ('20240918', 21), ('20240919', 29)]",0,无明显趋势变化
1.66E+15,厚大罗翔,59,157,11191491,71283,2020/4/1 13:58,"[('20240906', 29), ('20240907', 22), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 35), ('20240912', 0), ('20240913', 36), ('20240914', 29), ('20240915', 22), ('20240916', 22), ('20240917', 22), ('20240918', 28), ('20240919', 29)]",0,无明显趋势变化
1.66E+15,提升精力,35,209,1196313,5723,2020/2/20 0:26,"[('20240918', 28), ('20240919', 28)]",0,无明显趋势变化
1.67E+15,缓解焦虑情绪,24,599,4496783,7507,2020/5/27 3:09,"[('20240919', 23)]",0,无明显趋势变化
1.59E+15,低调做事,32,502,5114413,10188,2018/1/23 12:40,"[('20240919', 23)]",0,无明显趋势变化
1.65E+15,好运气从哪里来,43,50,169700,3394,2019/11/7 22:56,"[('20240906', 21), ('20240908', 35), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240913', 28), ('20240914', 28), ('20240917', 28), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.67E+15,关系再好的人都不要掏心掏肺,30,58,1086155,18726,2020/6/11 13:37,"[('20240906', 22), ('20240907', 21), ('20240908', 21), ('20240910', 22), ('20240912', 21), ('20240913', 28), ('20240914', 21), ('20240918', 21), ('20240919', 22)]",0,无明显趋势变化
1.65E+15,自我洗脑,75,831,15945691,19188,2019/11/29 13:09,"[('20240919', 29)]",0,无明显趋势变化
1.62E+15,狭隘,22,321,2733784,8516,2019/1/6 8:58,"[('20240906', 21), ('20240914', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.62E+15,不要太努力,22,35,491308,14037,2019/1/8 7:11,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.68E+15,钝感力女孩,46,2391,8197873,3428,2020/9/27 15:08,"[('20240919', 25)]",0,无明显趋势变化
1.64E+15,人生禁忌,23,75,540793,7210,2019/9/1 7:37,"[('20240909', 22), ('20240918', 22), ('20240919', 22)]",0,无明显趋势变化
1.70E+15,做智慧的人从学习开始,22,9,15578,1730,2021/6/4 21:12,"[('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
7.37E+18,种上因得善果,23,1,15470,15470,2024/5/12 22:23,"[('20240908', 21), ('20240913', 21), ('20240915', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.74E+15,老师教你如何学会放下生活中的压力,43,18,8457612,469867,2022/9/15 9:03,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240910', 28), ('20240911', 22), ('20240913', 28), ('20240914', 21), ('20240916', 28), ('20240918', 28), ('20240919', 21)]",0,无明显趋势变化
1.61E+15,闲话少说,38,1040,8186153,7871,2018/8/12 3:23,"[('20240919', 22)]",0,无明显趋势变化
1.66E+15,徐锦川,50,47,2438386,51880,2020/2/22 11:18,"[('20240906', 39), ('20240907', 28), ('20240908', 52), ('20240909', 21), ('20240910', 21), ('20240911', 29), ('20240912', 21), ('20240913', 21), ('20240914', 39), ('20240915', 21), ('20240916', 46), ('20240917', 40), ('20240918', 39), ('20240919', 39)]",0,无明显趋势变化
1.62E+15,面对逆境,24,115,146392,1272,2019/2/5 12:14,"[('20240906', 21), ('20240913', 22), ('20240914', 22), ('20240915', 21), ('20240916', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.63E+15,阅历这种东西,23,839,5459323,6506,2019/5/19 6:53,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 22), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.58E+15,自修,29,6434,19679754,3058,2017/11/6 13:23,"[('20240906', 21), ('20240908', 28), ('20240909', 21), ('20240912', 21), ('20240914', 40), ('20240915', 21), ('20240917', 28), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.67E+15,人生厚度,29,22,37044,1683,2020/6/4 6:45,"[('20240908', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240915', 28), ('20240916', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.68E+15,大学生存法则,35,61,2604934,42703,2020/11/21 15:11,"[('20240906', 22), ('20240907', 22), ('20240908', 30), ('20240909', 30), ('20240910', 23), ('20240911', 22), ('20240912', 23), ('20240913', 29), ('20240914', 22), ('20240915', 22), ('20240916', 22), ('20240917', 22), ('20240918', 22), ('20240919', 22)]",0,无明显趋势变化
1.65E+15,人生追求的是什么,37,281,417480,1485,2019/10/4 16:37,"[('20240907', 21), ('20240908', 23), ('20240909', 21), ('20240911', 21), ('20240912', 21), ('20240914', 22), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 35), ('20240919', 21)]",0,无明显趋势变化
1.67E+15,什么是阅历,23,25,53246,2129,2020/8/14 0:51,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 22), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.73E+15,人生需要开悟,0,57754,147505161,2554,2022/6/1 8:59,"[('20240906', 0), ('20240913', 0)]",0,无明显趋势变化
1.67E+15,赫文,23,28,201280,7188,2020/4/27 4:02,"[('20240913', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.59E+15,何炅老师,22,632,10932377,17298,2018/2/8 17:18,"[('20240912', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
7.39E+18,成大事的人必须具备的特质有哪些,32,2,48121,24060,2024/7/17 9:30,"[('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 28), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 29), ('20240919', 21)]",0,无明显趋势变化
1.67E+15,卡迪高时尚,22,9,52173,5797,2020/6/21 9:58,"[('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.75E+15,努力羞耻,0,50,3100873,62017,2022/11/17 12:04,"[('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240912', 21), ('20240914', 22), ('20240915', 21), ('20240916', 21), ('20240918', 0), ('20240918', 21)]",0,无明显趋势变化
1.74E+15,欲望的博弈,22,81,198019,2444,2022/8/7 6:19,"[('20240911', 21), ('20240914', 22), ('20240915', 39), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.73E+15,读库老六,24,97,1675162,17269,2022/3/7 11:47,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240910', 40), ('20240911', 22), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 22), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.75E+15,认知提升的技巧有哪些,21,133,582982,4383,2022/12/20 8:47,"[('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 39), ('20240912', 40), ('20240913', 40), ('20240914', 40), ('20240916', 36), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.70E+15,认知模式,87,89,258023,2899,2021/4/10 23:21,"[('20240906', 21), ('20240907', 28), ('20240909', 21), ('20240910', 22), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 86), ('20240915', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.72E+15,这里就是罗德岛,70,21,3518018,167524,2022/1/9 10:24,"[('20240906', 29), ('20240907', 30), ('20240908', 22), ('20240909', 24), ('20240910', 38), ('20240911', 22), ('20240912', 29), ('20240913', 23), ('20240914', 23), ('20240915', 21), ('20240916', 43), ('20240917', 36), ('20240918', 23), ('20240919', 29)]",0,无明显趋势变化
1.69E+15,战胜诱惑,24,36,42308,1175,2021/1/6 11:04,"[('20240906', 21), ('20240907', 21), ('20240908', 22), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 22), ('20240916', 21), ('20240917', 22), ('20240918', 22), ('20240919', 21)]",0,无明显趋势变化
1.60E+15,我的习惯,22,121,252730,2088,2018/6/23 10:22,"[('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.72E+15,提高幸福感的方法,24,583,14608116,25056,2022/1/26 10:11,"[('20240906', 21), ('20240907', 22), ('20240908', 22), ('20240909', 21), ('20240910', 35), ('20240913', 22), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.75E+15,晚年越来越好,23,10,31112,3111,2022/11/17 2:30,"[('20240907', 21), ('20240908', 21), ('20240912', 21), ('20240913', 89), ('20240915', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.74E+15,笑来直播,23,9,163935,18215,2022/8/22 6:44,"[('20240907', 21), ('20240911', 21), ('20240912', 28), ('20240914', 62), ('20240918', 22), ('20240919', 21)]",0,无明显趋势变化
1.74E+15,好话和真话,23,63,1097625,17422,2022/7/18 8:07,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.70E+15,泰安同城热榜,0,3172,17989204,5671,2021/6/6 3:13,"[('20240906', 22), ('20240906', 0), ('20240907', 52), ('20240908', 63), ('20240909', 46), ('20240910', 0), ('20240910', 21), ('20240911', 61), ('20240912', 34), ('20240913', 65), ('20240914', 54), ('20240915', 23), ('20240916', 39), ('20240917', 21), ('20240918', 22)]",0,无明显趋势变化
1.72E+15,不生孩子真的能潇洒一生吗,29,33,375265,11371,2022/1/13 0:25,"[('20240908', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240915', 28), ('20240916', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.64E+15,七年就是一辈子,23,58,172741,2978,2019/9/12 12:03,"[('20240907', 21), ('20240911', 21), ('20240914', 62), ('20240918', 22), ('20240919', 21)]",0,无明显趋势变化
1.60E+15,人缘差,28,103,562310,5459,2018/4/17 11:35,"[('20240906', 22), ('20240907', 22), ('20240908', 23), ('20240909', 21), ('20240910', 23), ('20240911', 22), ('20240912', 21), ('20240913', 22), ('20240914', 22), ('20240915', 22), ('20240916', 22), ('20240917', 22), ('20240918', 22), ('20240919', 22)]",0,无明显趋势变化
1.72E+15,做事做到唯一,23,2,205059,102529,2022/1/26 7:12,"[('20240906', 21), ('20240907', 21), ('20240909', 28), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240918', 22), ('20240919', 21)]",0,无明显趋势变化
1.70E+15,内心强大到可怕的七个表现,32,155,1000224,6453,2021/6/13 1:08,"[('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 28), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 29), ('20240919', 21)]",0,无明显趋势变化
1.71E+15,任何时候都不要小看任何人,30,165,8374100,50752,2021/7/29 4:34,"[('20240906', 21), ('20240907', 29), ('20240908', 46), ('20240910', 21), ('20240914', 52), ('20240916', 21), ('20240917', 21), ('20240918', 28), ('20240919', 21)]",0,无明显趋势变化
1.64E+15,心力量,55,298,2811525,9434,2019/6/29 7:48,"[('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 28), ('20240911', 21), ('20240913', 28), ('20240914', 21), ('20240916', 42), ('20240918', 28), ('20240919', 21)]",0,无明显趋势变化
1.65E+15,直播马上开始了,39,1212,25151084,20751,2019/11/10 11:29,"[('20240906', 22), ('20240907', 0), ('20240907', 22), ('20240908', 62), ('20240909', 58), ('20240910', 40), ('20240911', 23), ('20240911', 0), ('20240912', 23), ('20240912', 0), ('20240913', 22), ('20240914', 0), ('20240914', 29), ('20240915', 29), ('20240917', 21), ('20240917', 0), ('20240918', 22), ('20240919', 22)]",0,无明显趋势变化
1.74E+15,拒绝沟通的男人,22,22,139239,6329,2022/6/28 7:46,"[('20240913', 21), ('20240914', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.70E+15,表达欲和分享欲慢慢丧失,59,116,537131,4630,2021/6/9 12:49,"[('20240906', 21), ('20240907', 22), ('20240908', 23), ('20240909', 28), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 23), ('20240915', 22), ('20240916', 42), ('20240918', 35), ('20240919', 21)]",0,无明显趋势变化
1.74E+15,圣母#认知,25,1,641934,641934,2022/8/23 13:14,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 22), ('20240918', 22), ('20240919', 21)]",0,无明显趋势变化
1.79E+15,名与身熟亲,44,1,4333074,4333074,2024/1/28 20:16,"[('20240906', 21), ('20240907', 28), ('20240908', 21), ('20240909', 21), ('20240910', 28), ('20240911', 22), ('20240912', 21), ('20240913', 22), ('20240914', 21), ('20240915', 42), ('20240917', 22), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.72E+15,对自由的追逐,22,9,468318,52035,2022/1/13 22:55,"[('20240906', 21), ('20240907', 28), ('20240908', 22), ('20240909', 28), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.66E+15,如何熬过低谷期,31,128,2375772,18560,2020/2/5 2:20,"[('20240906', 21), ('20240907', 23), ('20240908', 22), ('20240909', 22), ('20240910', 22), ('20240911', 21), ('20240912', 22), ('20240913', 0), ('20240913', 28), ('20240914', 22), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.62E+15,公平吗,0,1143,18213100,15934,2018/11/10 5:15,"[('20240912', 0)]",0,无明显趋势变化
7.41E+18,家庭幸福疗愈,23,1,1908,1908,2024/9/4 2:51,"[('20240906', 21), ('20240907', 21), ('20240909', 22), ('20240910', 21), ('20240911', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.61E+15,守住,22,707,5422551,7669,2018/10/7 4:21,"[('20240908', 21), ('20240915', 21), ('20240916', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.62E+15,看清你身边的人,22,70,4591028,65586,2018/11/24 0:55,"[('20240906', 21), ('20240907', 28), ('20240908', 21), ('20240910', 21), ('20240912', 21), ('20240914', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.64E+15,抑郁失眠焦虑,0,105,692048,6590,2019/7/17 15:03,"[('20240909', 0), ('20240910', 23), ('20240911', 23), ('20240913', 21), ('20240915', 0), ('20240917', 21), ('20240918', 0)]",0,无明显趋势变化
1.70E+15,不追小兔,21,15,43305,2887,2021/6/2 14:40,"[('20240908', 21), ('20240909', 22), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.75E+15,一位40岁女性的忠告,44,667,9798115,14689,2022/12/1 11:06,"[('20240906', 21), ('20240907', 28), ('20240908', 0), ('20240908', 29), ('20240909', 28), ('20240910', 22), ('20240911', 28), ('20240912', 21), ('20240913', 28), ('20240914', 21), ('20240915', 22), ('20240916', 35), ('20240917', 22), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.61E+15,憎恨,34,437,3881801,8882,2018/10/2 11:03,"[('20240906', 22), ('20240907', 47), ('20240908', 31), ('20240909', 30), ('20240910', 29), ('20240911', 22), ('20240911', 0), ('20240912', 30), ('20240913', 46), ('20240914', 21), ('20240915', 21), ('20240916', 29), ('20240917', 22), ('20240918', 23), ('20240919', 22)]",0,无明显趋势变化
1.57E+15,看谁都不顺眼,32,682,2982924,4373,2017/8/1 22:44,"[('20240906', 28), ('20240907', 104), ('20240908', 22), ('20240909', 21), ('20240910', 29), ('20240911', 22), ('20240912', 29), ('20240913', 22), ('20240914', 0), ('20240914', 22), ('20240915', 21), ('20240916', 21), ('20240917', 22), ('20240917', 0), ('20240918', 21), ('20240919', 28)]",0,无明显趋势变化
1.76E+15,成长智慧必修课,101,158,9492226,60077,2023/1/15 14:34,"[('20240906', 21), ('20240907', 28), ('20240908', 28), ('20240909', 28), ('20240910', 28), ('20240911', 22), ('20240912', 22), ('20240913', 49), ('20240914', 36), ('20240915', 29), ('20240916', 65), ('20240917', 28), ('20240918', 29), ('20240919', 21)]",0,无明显趋势变化
1.64E+15,承受能力,75,1889,6864108,3633,2019/8/17 6:34,"[('20240919', 23)]",0,无明显趋势变化
1.59E+15,新年致辞,22,1381,47740028,34569,2017/12/31 18:24,"[('20240906', 21), ('20240907', 40), ('20240908', 29), ('20240909', 21), ('20240909', 0), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240914', 21), ('20240915', 22), ('20240916', 21), ('20240917', 21), ('20240918', 0), ('20240918', 22), ('20240919', 21)]",0,无明显趋势变化
1.59E+15,不怕鬼,37,146,853090,5843,2018/3/2 14:12,"[('20240907', 21), ('20240908', 23), ('20240909', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 22), ('20240915', 0), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 35), ('20240919', 21)]",0,无明显趋势变化
1.61E+15,dana,56,682,5363840,7864,2018/9/16 13:34,"[('20240906', 48), ('20240907', 40), ('20240908', 40), ('20240909', 42), ('20240910', 0), ('20240910', 41), ('20240911', 47), ('20240912', 52), ('20240913', 54), ('20240914', 53), ('20240915', 53), ('20240916', 46), ('20240917', 40), ('20240918', 40), ('20240919', 48)]",0,无明显趋势变化
1.70E+15,谨言慎行言多必失,49,560,2988983,5337,2021/5/7 14:04,"[('20240919', 22)]",0,无明显趋势变化
1.68E+15,智者人生,54,776,58489115,75372,2020/9/19 16:25,"[('20240906', 22), ('20240907', 40), ('20240908', 21), ('20240909', 22), ('20240910', 22), ('20240911', 23), ('20240912', 29), ('20240913', 22), ('20240914', 22), ('20240915', 29), ('20240916', 22), ('20240917', 22), ('20240918', 43), ('20240919', 22)]",0,无明显趋势变化
1.62E+15,语言的能量,51,279,2444842,8762,2019/1/16 8:28,"[('20240907', 21), ('20240908', 21), ('20240909', 29), ('20240910', 21), ('20240911', 42), ('20240912', 21), ('20240913', 28), ('20240914', 28), ('20240915', 28), ('20240916', 22), ('20240917', 21), ('20240918', 35), ('20240919', 21)]",0,无明显趋势变化
1.64E+15,苟活于世,37,417,1444147,3463,2019/7/2 2:38,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 28), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240918', 35), ('20240919', 21)]",0,无明显趋势变化
1.63E+15,先管好自己,38,103,6172204,59924,2019/4/12 15:14,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240910', 21), ('20240911', 21), ('20240912', 28), ('20240913', 22), ('20240915', 21), ('20240916', 35), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.60E+15,人生成长感悟,30,953,2220484,2329,2018/4/25 4:52,"[('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 22), ('20240912', 28), ('20240913', 21), ('20240914', 21), ('20240916', 21), ('20240918', 28), ('20240919', 21)]",0,无明显趋势变化
1.63E+15,释放能量,23,925,1001229,1082,2019/2/10 9:14,"[('20240906', 21), ('20240907', 22), ('20240908', 22), ('20240909', 28), ('20240910', 21), ('20240911', 21), ('20240912', 28), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.76E+15,李洋洋ted演讲,23,9,4471574,496841,2023/3/25 10:17,"[('20240906', 21), ('20240907', 21), ('20240908', 22), ('20240909', 21), ('20240910', 21), ('20240912', 28), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.66E+15,傲慢自大,23,34,762159,22416,2020/3/2 23:57,"[('20240906', 21), ('20240907', 22), ('20240908', 21), ('20240909', 35), ('20240910', 21), ('20240911', 21), ('20240912', 29), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 22), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
7.38E+18,跟随心而活,33,1,18377,18377,2024/6/19 3:20,"[('20240906', 21), ('20240907', 35), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 29), ('20240913', 22), ('20240914', 22), ('20240915', 31), ('20240917', 21), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.63E+15,嘲笑我的人,36,187,2240925,11983,2019/3/10 13:13,"[('20240906', 22), ('20240907', 30), ('20240908', 87), ('20240909', 22), ('20240910', 23), ('20240911', 31), ('20240912', 30), ('20240913', 23), ('20240914', 22), ('20240915', 29), ('20240916', 22), ('20240917', 22), ('20240918', 23), ('20240919', 22)]",0,无明显趋势变化
1.73E+15,慕强心态,23,43,644524,14988,2022/3/22 3:13,"[('20240906', 21), ('20240907', 22), ('20240908', 21), ('20240909', 35), ('20240910', 21), ('20240911', 21), ('20240912', 29), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 22), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.65E+15,如何进步,24,51,358718,7033,2019/10/24 17:46,"[('20240906', 21), ('20240907', 29), ('20240908', 22), ('20240909', 22), ('20240910', 21), ('20240912', 29), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 22), ('20240919', 21)]",0,无明显趋势变化
1.69E+15,强者心理,23,20,643474,32173,2021/1/19 13:26,"[('20240906', 21), ('20240907', 22), ('20240908', 21), ('20240909', 35), ('20240910', 21), ('20240911', 21), ('20240912', 29), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 21), ('20240917', 22), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.72E+15,做你该做的并接受事与愿违,131,148,1935056,13074,2021/11/16 13:35,"[('20240906', 23), ('20240907', 30), ('20240908', 25), ('20240909', 56), ('20240910', 50), ('20240911', 31), ('20240912', 33), ('20240913', 37), ('20240914', 38), ('20240915', 45), ('20240916', 44), ('20240917', 45), ('20240918', 38), ('20240919', 23)]",0,无明显趋势变化
1.66E+15,吸引力法则的秘密,274,2723,10405547,3821,2020/3/16 4:41,"[('20240919', 53)]",0,无明显趋势变化
1.75E+15,以昂讲生活经历,22,1,26626,26626,2022/12/11 10:02,"[('20240907', 21), ('20240908', 21), ('20240909', 28), ('20240910', 21), ('20240912', 35), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.75E+15,以昂讲乐观学,22,1,26626,26626,2022/12/11 10:02,"[('20240907', 21), ('20240908', 21), ('20240909', 28), ('20240910', 21), ('20240912', 35), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.75E+15,以昂讲心灵,22,1,26626,26626,2022/12/11 10:02,"[('20240907', 21), ('20240908', 21), ('20240909', 28), ('20240910', 21), ('20240912', 35), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.75E+15,以昂讲人性特点,22,1,26626,26626,2022/12/11 10:02,"[('20240907', 21), ('20240908', 21), ('20240909', 28), ('20240910', 21), ('20240912', 35), ('20240918', 21), ('20240919', 21)]",0,无明显趋势变化
1.61E+15,觉得自己什么都做不好,30,75,217869,2904,2018/9/11 12:57,"[('20240906', 22), ('20240907', 22), ('20240908', 31), ('20240909', 22), ('20240910', 30), ('20240911', 22), ('20240912', 36), ('20240913', 22), ('20240914', 23), ('20240915', 22), ('20240916', 22), ('20240917', 21), ('20240918', 23), ('20240919', 22)]",0,无明显趋势变化
1.77E+15,正确的坐姿是什么样的,50,449,4989950,11113,2023/7/26 4:03,"[('20240906', 22), ('20240907', 36), ('20240908', 0), ('20240908', 36), ('20240909', 29), ('20240910', 37), ('20240911', 36), ('20240911', 0), ('20240912', 37), ('20240913', 0), ('20240913', 30), ('20240914', 22), ('20240915', 23), ('20240916', 22), ('20240917', 36), ('20240918', 22), ('20240919', 22)]",0,无明显趋势变化
