话题id,话题,热度值,发布视频量,播放量,稿均播放量,话题创建时间,话题时间热度键值对,差分值,趋势
7414268316652406821,娘家再好嫁出去的人女儿也不可能在家住一辈子,2478,1,322367,322367,2024-09-13 23:08:40,"[('20240914', 2382), ('20240915', 91), ('20240916', 55), ('20240917', 48), ('20240918', 44), ('20240919', 35)]",-2347,整体下降趋势
1616854560192542,不将就不凑合,2475,106545,351979179,3303,2018-11-11 16:11:07,"[('20240906', 1606), ('20240907', 1606), ('20240908', 1529), ('20240909', 1375), ('20240910', 1252), ('20240911', 2245), ('20240912', 1762), ('20240913', 1511), ('20240914', 1223), ('20240915', 1121), ('20240916', 1220), ('20240917', 1204), ('20240918', 1286), ('20240919', 1646)]",40,整体上升趋势
1634097553548295,婚姻情感解析,2466,3017,95189661,31551,2019-05-21 00:01:07,"[('20240906', 21), ('20240907', 45), ('20240908', 62), ('20240909', 35), ('20240910', 68), ('20240911', 0), ('20240911', 21), ('20240912', 40), ('20240913', 40), ('20240913', 0), ('20240914', 68), ('20240915', 40), ('20240916', 117), ('20240917', 673), ('20240918', 1871), ('20240919', 161)]",140,整体上升趋势
1593736539126808,心灵驿站,26129,200302,522532496,2608,2018-03-01 12:00:05,"[('20240906', 5608), ('20240907', 4351), ('20240908', 4265), ('20240909', 6298), ('20240910', 4288), ('20240911', 3820), ('20240912', 4924), ('20240913', 5129), ('20240914', 6491), ('20240915', 5527), ('20240916', 6046), ('20240917', 4018), ('20240918', 5786), ('20240919', 8131)]",2523,整体上升趋势
1576536634112014,冷淡,2447,10948,201428359,18398,2017-08-23 15:34:57,"[('20240906', 400), ('20240907', 360), ('20240908', 340), ('20240909', 270), ('20240910', 274), ('20240911', 211), ('20240912', 1656), ('20240913', 1631), ('20240914', 430), ('20240915', 369), ('20240916', 467), ('20240917', 313), ('20240918', 360), ('20240919', 378)]",-22,整体下降趋势
1717808742741005,曹常青书法,2433,1104,1942426,1759,2021-11-29 23:55:35,"[('20240906', 833), ('20240907', 845), ('20240908', 644), ('20240909', 774), ('20240910', 255), ('20240911', 733), ('20240912', 617), ('20240913', 795), ('20240914', 1062), ('20240915', 945), ('20240916', 706), ('20240917', 439), ('20240918', 513), ('20240919', 1244)]",411,整体上升趋势
1646715478160397,撕心裂肺的痛有谁懂,2432,4222,42874587,10155,2019-10-07 06:37:38,"[('20240906', 64), ('20240907', 64), ('20240908', 64), ('20240909', 84), ('20240910', 98), ('20240911', 56), ('20240912', 222), ('20240913', 144), ('20240914', 174), ('20240915', 179), ('20240916', 1145), ('20240917', 533), ('20240918', 620), ('20240919', 638)]",574,整体上升趋势
1682439318028301,拧巴的人生,2427,3612,13184832,3650,2020-11-04 14:15:18,"[('20240906', 1643), ('20240907', 961), ('20240908', 859), ('20240909', 789), ('20240910', 961), ('20240911', 918), ('20240912', 895), ('20240913', 590), ('20240914', 577), ('20240915', 877), ('20240916', 614), ('20240917', 0), ('20240917', 214), ('20240918', 144), ('20240919', 113)]",-1530,整体下降趋势
1607877423428622,值得托付终身的男人,2422,35997,475101828,13198,2018-08-04 14:03:23,"[('20240906', 1186), ('20240907', 1098), ('20240908', 1215), ('20240909', 949), ('20240910', 1172), ('20240911', 1046), ('20240912', 1020), ('20240913', 1086), ('20240914', 992), ('20240915', 1042), ('20240916', 1136), ('20240917', 1041), ('20240918', 922), ('20240919', 1039)]",-147,整体下降趋势
1656227064433675,创作文案,2415,1235,10316705,8353,2020-01-20 06:22:28,"[('20240906', 21), ('20240907', 39), ('20240908', 22), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 737), ('20240915', 295), ('20240916', 1606), ('20240917', 107), ('20240917', 0), ('20240918', 38), ('20240919', 28)]",7,整体上升趋势
1587941213607949,人生目标,2405,184609,404376229,2190,2017-12-27 12:45:51,"[('20240906', 394), ('20240907', 268), ('20240908', 164), ('20240909', 155), ('20240910', 187), ('20240911', 184), ('20240912', 160), ('20240913', 180), ('20240914', 173), ('20240915', 148), ('20240916', 1223), ('20240917', 822), ('20240918', 700), ('20240919', 333)]",-61,整体下降趋势
1596853281431565,早安你好,2391,29196,39600079,1356,2018-04-04 21:39:22,"[('20240906', 178), ('20240907', 408), ('20240908', 367), ('20240909', 412), ('20240910', 744), ('20240911', 639), ('20240912', 1254), ('20240913', 647), ('20240914', 682), ('20240915', 576), ('20240916', 484), ('20240917', 97), ('20240918', 433), ('20240919', 393)]",215,整体上升趋势
1649903757654030,只有经历的人才会懂,2391,24094,373565572,15504,2019-11-11 11:13:58,"[('20240906', 757), ('20240907', 578), ('20240908', 763), ('20240909', 675), ('20240910', 480), ('20240911', 572), ('20240912', 468), ('20240913', 498), ('20240914', 808), ('20240915', 1234), ('20240916', 428), ('20240917', 392), ('20240918', 449), ('20240919', 522)]",-235,整体下降趋势
1612770726622216,低质量社交不如高质量独处,2390,9374,26933431,2873,2018-09-27 14:20:20,"[('20240906', 424), ('20240907', 359), ('20240908', 339), ('20240909', 399), ('20240910', 469), ('20240911', 341), ('20240912', 364), ('20240913', 1630), ('20240914', 435), ('20240915', 366), ('20240916', 275), ('20240917', 266), ('20240918', 448), ('20240919', 429)]",5,整体上升趋势
1790590320972873,为单身男女保驾护航,2387,15700,71985417,4585,2024-02-11 08:27:18,"[('20240906', 869), ('20240907', 631), ('20240908', 574), ('20240909', 1038), ('20240910', 731), ('20240911', 775), ('20240912', 635), ('20240913', 539), ('20240914', 504), ('20240915', 557), ('20240916', 852), ('20240917', 704), ('20240918', 481), ('20240919', 706)]",-163,整体下降趋势
1668902252266510,感悟人生做好自己,2386,79612,255881569,3214,2020-06-08 04:10:36,"[('20240906', 473), ('20240907', 592), ('20240908', 570), ('20240909', 497), ('20240910', 0), ('20240910', 327), ('20240911', 276), ('20240912', 432), ('20240913', 384), ('20240914', 1113), ('20240915', 357), ('20240916', 388), ('20240917', 272), ('20240918', 688), ('20240919', 505)]",32,整体上升趋势
1591447500435479,地书,2381,26076,252124551,9668,2018-02-04 05:36:47,"[('20240906', 369), ('20240907', 325), ('20240908', 333), ('20240909', 669), ('20240910', 550), ('20240911', 433), ('20240912', 356), ('20240913', 384), ('20240914', 361), ('20240915', 317), ('20240916', 364), ('20240917', 482), ('20240918', 717), ('20240919', 1630)]",1261,整体上升趋势
1609752671978503,每日金句,2380,155139,1183027952,7625,2018-08-25 06:49:39,"[('20240906', 1149), ('20240907', 2362), ('20240908', 1777), ('20240909', 1814), ('20240910', 1754), ('20240911', 1325), ('20240912', 1250), ('20240913', 1019), ('20240914', 1020), ('20240915', 705), ('20240916', 837), ('20240917', 506), ('20240918', 790), ('20240919', 972)]",-177,整体下降趋势
7355383630040696841,错嫁真的会后悔一辈子,2380,4753,39069435,8219,2024-04-08 06:47:11,"[('20240906', 116), ('20240907', 198), ('20240908', 123), ('20240909', 161), ('20240910', 199), ('20240911', 432), ('20240912', 159), ('20240913', 124), ('20240914', 113), ('20240915', 125), ('20240916', 173), ('20240917', 207), ('20240918', 1360), ('20240919', 1076)]",960,整体上升趋势
1725008290462731,诵读经典作品,2371,56093,232860418,4151,2022-02-17 11:09:02,"[('20240906', 1032), ('20240907', 968), ('20240908', 1038), ('20240909', 1108), ('20240910', 1055), ('20240911', 962), ('20240912', 879), ('20240913', 802), ('20240914', 863), ('20240915', 923), ('20240916', 917), ('20240917', 953), ('20240918', 907), ('20240919', 1031)]",-1,整体下降趋势
1592274147927060,自控,2371,9811,107727055,10980,2018-02-13 08:36:00,"[('20240906', 538), ('20240907', 577), ('20240908', 726), ('20240909', 776), ('20240910', 468), ('20240911', 504), ('20240912', 623), ('20240913', 708), ('20240914', 493), ('20240915', 449), ('20240916', 1009), ('20240917', 870), ('20240918', 890), ('20240919', 495)]",-43,整体下降趋势
1697440577375235,精三分傻三分留着三分给儿孙,2367,293031,329654282,1124,2021-04-19 04:13:31,"[('20240906', 752), ('20240907', 604), ('20240908', 652), ('20240909', 749), ('20240910', 748), ('20240911', 973), ('20240912', 1013), ('20240913', 639), ('20240914', 785), ('20240915', 606), ('20240916', 600), ('20240917', 993), ('20240918', 996), ('20240919', 849)]",97,整体上升趋势
1613744288261128,戒为良药,34464,113821,1348529439,11847,2018-10-08 08:14:41,"[('20240906', 5490), ('20240907', 6518), ('20240908', 8152), ('20240909', 7024), ('20240910', 5742), ('20240911', 9507), ('20240912', 6128), ('20240913', 7301), ('20240914', 8445), ('20240915', 8766), ('20240916', 5420), ('20240917', 4685), ('20240918', 6148), ('20240919', 8850)]",3360,整体上升趋势
1612923885718660,女人魅力,2365,2500,61906502,24762,2018-09-29 06:54:44,"[('20240906', 55), ('20240907', 40), ('20240908', 0), ('20240908', 39), ('20240909', 40), ('20240910', 23), ('20240911', 39), ('20240912', 29), ('20240912', 0), ('20240913', 118), ('20240914', 0), ('20240914', 81), ('20240915', 114), ('20240916', 65), ('20240917', 116), ('20240918', 106), ('20240919', 2207)]",2152,整体上升趋势
1629913235451917,强势文化,43007,269373,2745166799,10190,2019-04-04 19:33:11,"[('20240906', 17695), ('20240907', 9705), ('20240908', 12948), ('20240909', 7782), ('20240910', 7168), ('20240911', 7809), ('20240912', 7140), ('20240913', 9626), ('20240914', 15683), ('20240915', 7865), ('20240916', 7909), ('20240917', 9699), ('20240918', 10504), ('20240919', 9940)]",-7755,整体下降趋势
1599467332427790,你很好我也不差,2353,239350,286890975,1198,2018-05-03 18:08:35,"[('20240906', 1617), ('20240907', 1641), ('20240908', 5392), ('20240909', 2018), ('20240910', 1974), ('20240911', 1760), ('20240912', 1381), ('20240913', 1834), ('20240914', 1589), ('20240915', 1332), ('20240916', 1217), ('20240917', 1090), ('20240918', 1327), ('20240919', 1357)]",-260,整体下降趋势
1719395317221376,抖音图文热点来了,2345,181848,856237257,4708,2021-12-17 12:19:11,"[('20240906', 798), ('20240907', 1098), ('20240908', 1045), ('20240909', 641), ('20240910', 685), ('20240911', 669), ('20240912', 736), ('20240913', 716), ('20240914', 761), ('20240915', 915), ('20240916', 825), ('20240917', 1084), ('20240918', 715), ('20240919', 625)]",-173,整体下降趋势
1702085844494366,天威博士,2341,1090,17747282,16281,2021-06-09 10:46:36,"[('20240906', 1574), ('20240907', 950), ('20240908', 1011), ('20240909', 1802), ('20240910', 3039), ('20240911', 2124), ('20240912', 1256), ('20240913', 1146), ('20240914', 1005), ('20240915', 697), ('20240916', 703), ('20240917', 692), ('20240918', 853), ('20240919', 570)]",-1004,整体下降趋势
1587317592564766,我想要一个拥抱,2336,257385,481072124,1869,2017-12-20 15:33:40,"[('20240906', 916), ('20240907', 698), ('20240908', 671), ('20240909', 664), ('20240910', 735), ('20240911', 667), ('20240912', 1504), ('20240913', 878), ('20240914', 691), ('20240915', 656), ('20240916', 763), ('20240917', 967), ('20240918', 1575), ('20240919', 904)]",-12,整体下降趋势
1571603997966338,喜欢一个人是什么感觉,12470,104619,667249250,6377,2017-06-30 04:52:48,"[('20240906', 769), ('20240907', 653), ('20240908', 1188), ('20240909', 653), ('20240910', 2729), ('20240911', 1377), ('20240912', 1620), ('20240913', 2166), ('20240914', 2160), ('20240915', 3463), ('20240916', 2377), ('20240917', 1374), ('20240918', 1103), ('20240919', 4526)]",3757,整体上升趋势
1574605212252174,看看,2313,71751,397408503,5538,2017-08-02 07:55:49,"[('20240906', 252), ('20240906', 0), ('20240907', 507), ('20240908', 744), ('20240909', 695), ('20240910', 287), ('20240911', 457), ('20240912', 433), ('20240913', 665), ('20240914', 281), ('20240915', 497), ('20240916', 526), ('20240917', 439), ('20240918', 754), ('20240919', 249)]",-3,整体下降趋势
1669119993958424,关小小,2308,343,36160877,105425,2020-06-10 13:47:51,"[('20240906', 993), ('20240907', 1135), ('20240908', 662), ('20240909', 1109), ('20240910', 787), ('20240911', 530), ('20240912', 295), ('20240913', 516), ('20240914', 1779), ('20240915', 1181), ('20240916', 599), ('20240917', 360), ('20240918', 253), ('20240919', 258)]",-735,整体下降趋势
1723066523726860,潘泮杂谈,6574,1114,151158641,135689,2022-01-27 00:57:45,"[('20240906', 2063), ('20240907', 1653), ('20240908', 2085), ('20240909', 1824), ('20240910', 1927), ('20240911', 1436), ('20240912', 1263), ('20240913', 1068), ('20240914', 1326), ('20240915', 1404), ('20240916', 1236), ('20240917', 835), ('20240918', 1488), ('20240919', 3865)]",1802,整体上升趋势
1668069518568461,走对圈子跟对人,2287,63775,254032123,3983,2020-05-29 23:57:02,"[('20240906', 991), ('20240907', 1091), ('20240908', 1104), ('20240909', 1443), ('20240910', 1279), ('20240911', 1317), ('20240912', 1279), ('20240913', 1351), ('20240914', 1231), ('20240915', 1060), ('20240916', 1096), ('20240917', 847), ('20240918', 887), ('20240919', 920)]",-71,整体下降趋势
7414290527333386279,歌曲风吹北海北,2282,12,190909,15909,2024-09-14 00:34:00,"[('20240919', 101)]",0,无明显趋势变化
1593376866323470,忍无可忍无需再忍,2273,5969,134000738,22449,2018-02-25 12:43:14,"[('20240906', 126), ('20240907', 130), ('20240908', 147), ('20240909', 123), ('20240910', 185), ('20240911', 198), ('20240912', 292), ('20240913', 179), ('20240914', 169), ('20240915', 1160), ('20240916', 597), ('20240917', 645), ('20240918', 249), ('20240919', 192)]",66,整体上升趋势
1648264059233291,认真搞钱,2272,1041,1807505,1736,2019-10-24 08:51:40,"[('20240912', 21), ('20240918', 682), ('20240919', 1764)]",1743,整体上升趋势
1564404833140737,说的就是你,2267,25043,170729213,6817,2017-04-11 17:45:10,"[('20240919', 617)]",0,无明显趋势变化
1650830126579724,婚姻生活情感,2257,825,13954973,16915,2019-11-21 16:38:12,"[('20240906', 580), ('20240907', 541), ('20240908', 457), ('20240909', 579), ('20240910', 233), ('20240911', 1373), ('20240912', 1014), ('20240913', 518), ('20240914', 871), ('20240915', 406), ('20240916', 752), ('20240917', 643), ('20240918', 424), ('20240919', 358)]",-222,整体下降趋势
1611858482384035,过往终究是过往,2257,189875,232311295,1223,2018-09-17 12:40:36,"[('20240906', 830), ('20240907', 558), ('20240908', 524), ('20240909', 747), ('20240910', 675), ('20240911', 591), ('20240912', 504), ('20240913', 452), ('20240914', 1240), ('20240915', 652), ('20240916', 407), ('20240917', 472), ('20240918', 400), ('20240919', 900)]",70,整体上升趋势
1581438254028814,看透了,2255,59782,117046777,1957,2017-10-16 18:04:06,"[('20240906', 162), ('20240907', 184), ('20240908', 367), ('20240909', 250), ('20240910', 750), ('20240911', 308), ('20240912', 455), ('20240913', 509), ('20240914', 452), ('20240915', 1277), ('20240916', 867), ('20240917', 445), ('20240918', 308), ('20240919', 356)]",194,整体上升趋势
1729998648785991,亲密关系的经营技巧有哪些,2252,12246,74627327,6094,2022-04-13 13:11:42,"[('20240906', 674), ('20240907', 0), ('20240907', 1250), ('20240908', 870), ('20240909', 501), ('20240910', 554), ('20240911', 338), ('20240912', 954), ('20240913', 1276), ('20240914', 409), ('20240915', 442), ('20240916', 340), ('20240917', 323), ('20240918', 370), ('20240919', 321)]",-353,整体下降趋势
1594310835500036,抖音好友,2246,5419,27212710,5021,2018-03-07 20:08:16,"[('20240906', 67), ('20240907', 709), ('20240908', 235), ('20240909', 576), ('20240910', 118), ('20240911', 288), ('20240912', 130), ('20240913', 127), ('20240914', 155), ('20240915', 129), ('20240916', 727), ('20240917', 723), ('20240918', 697), ('20240919', 653)]",586,整体上升趋势
1659390215204877,今日热门文案,2245,11977,196479556,16404,2020-02-24 04:17:49,"[('20240906', 828), ('20240907', 1015), ('20240908', 1079), ('20240909', 1047), ('20240910', 898), ('20240911', 1000), ('20240912', 1014), ('20240913', 1161), ('20240914', 1007), ('20240915', 786), ('20240916', 785), ('20240917', 701), ('20240918', 788), ('20240919', 854)]",26,整体上升趋势
1575243472181262,时光飞逝,2244,180247,593590769,3293,2017-08-09 09:00:42,"[('20240906', 2982), ('20240907', 1902), ('20240908', 1800), ('20240909', 2668), ('20240910', 1204), ('20240911', 1170), ('20240912', 1004), ('20240913', 669), ('20240914', 657), ('20240915', 984), ('20240916', 757), ('20240917', 653), ('20240918', 627), ('20240919', 584)]",-2398,整体下降趋势
1635865789991943,书法集训,2236,4039,19705077,4878,2019-06-09 12:26:29,"[('20240906', 395), ('20240907', 378), ('20240908', 584), ('20240909', 456), ('20240910', 699), ('20240911', 865), ('20240912', 662), ('20240913', 670), ('20240914', 847), ('20240915', 902), ('20240916', 779), ('20240917', 724), ('20240918', 419), ('20240919', 322)]",-73,整体下降趋势
7416276502159591451,你再不会遇见我这般爱你的人,2229,5,353360,70672,2024-09-19 09:00:39,"[('20240919', 2229)]",0,无明显趋势变化
7377569238381332506,梦里梦外念你千百回,2227,13691,129955343,9492,2024-06-07 01:36:55,"[('20240906', 1135), ('20240907', 844), ('20240908', 871), ('20240909', 805), ('20240910', 954), ('20240911', 663), ('20240912', 1327), ('20240913', 851), ('20240914', 1043), ('20240915', 1058), ('20240916', 721), ('20240917', 1069), ('20240918', 775), ('20240919', 612)]",-523,整体下降趋势
1762775633021959,句句扎心句句是心酸,2220,43440,185868370,4278,2023-04-10 08:05:55,"[('20240906', 879), ('20240907', 1656), ('20240908', 1739), ('20240909', 1972), ('20240910', 1707), ('20240911', 1081), ('20240912', 1496), ('20240913', 791), ('20240914', 754), ('20240915', 628), ('20240916', 436), ('20240917', 366), ('20240918', 322), ('20240919', 1048)]",169,整体上升趋势
1658495969037324,乐观和爱才是生活的解药,2218,192582,249251825,1294,2020-02-14 07:23:55,"[('20240906', 435), ('20240907', 449), ('20240908', 482), ('20240909', 611), ('20240910', 387), ('20240911', 385), ('20240912', 374), ('20240913', 322), ('20240914', 330), ('20240915', 421), ('20240916', 670), ('20240917', 1823), ('20240918', 418), ('20240919', 363)]",-72,整体下降趋势
7412626000565798923,不要慌太阳下山有月光手势舞,2205,88,209919,2385,2024-09-09 12:55:22,"[('20240912', 257), ('20240913', 564), ('20240914', 0), ('20240914', 569), ('20240915', 300), ('20240916', 258), ('20240917', 285), ('20240918', 337), ('20240919', 584)]",327,整体上升趋势
7414869399054354482,歌曲分手的一千零一夜,2205,13,157390,12106,2024-09-15 14:00:22,"[('20240915', 144), ('20240916', 705), ('20240917', 368), ('20240918', 267), ('20240919', 176)]",32,整体上升趋势
1743962796935179,不爱喝酒的人为什么会喝醉,2200,47910,140676050,2936,2022-09-14 16:47:00,"[('20240906', 1871), ('20240906', 0), ('20240907', 808), ('20240908', 928), ('20240909', 514), ('20240910', 945), ('20240911', 463), ('20240912', 2879), ('20240913', 1449), ('20240914', 180), ('20240915', 273), ('20240916', 153), ('20240917', 121), ('20240918', 489), ('20240919', 309)]",-1562,整体下降趋势
1726425441229831,大v说情感,2199,1726,290910957,168546,2022-03-05 02:36:56,"[('20240906', 738), ('20240907', 700), ('20240908', 786), ('20240909', 738), ('20240910', 764), ('20240911', 758), ('20240912', 749), ('20240913', 786), ('20240914', 799), ('20240915', 750), ('20240916', 722), ('20240917', 760), ('20240918', 846), ('20240919', 802)]",64,整体上升趋势
1589558310238301,日久见人心,2192,364410,371146564,1018,2018-01-14 09:08:55,"[('20240906', 569), ('20240907', 426), ('20240908', 579), ('20240909', 565), ('20240910', 594), ('20240911', 781), ('20240912', 1345), ('20240913', 2668), ('20240914', 721), ('20240915', 705), ('20240916', 531), ('20240917', 554), ('20240918', 691), ('20240919', 965)]",396,整体上升趋势
1666273004465159,家和万事兴相亲相爱一家人,2174,1672,10695532,6396,2020-05-10 03:36:56,"[('20240919', 127)]",0,无明显趋势变化
1749380355357696,调整心态继续前行😁,2157,190048,202737507,1066,2022-11-13 11:36:35,"[('20240906', 3460), ('20240907', 2261), ('20240908', 1513), ('20240909', 1353), ('20240910', 1297), ('20240911', 1076), ('20240912', 1026), ('20240913', 966), ('20240914', 811), ('20240915', 817), ('20240916', 882), ('20240917', 959), ('20240918', 890), ('20240919', 946)]",-2514,整体下降趋势
1623718937381891,男性情感,17517,43693,492582879,11273,2019-01-26 10:37:28,"[('20240906', 2316), ('20240907', 2672), ('20240908', 4390), ('20240909', 3631), ('20240910', 2353), ('20240911', 2581), ('20240912', 3574), ('20240913', 2095), ('20240914', 2016), ('20240915', 4092), ('20240916', 3763), ('20240917', 3764), ('20240918', 3578), ('20240919', 6192)]",3876,整体上升趋势
7350485153128384524,黄王书画艺术馆,2141,229,1807777,7894,2024-03-26 01:56:42,"[('20240906', 1054), ('20240907', 340), ('20240908', 76), ('20240909', 148), ('20240910', 303), ('20240911', 1202), ('20240912', 188), ('20240913', 234), ('20240914', 2066), ('20240915', 1165), ('20240916', 1158), ('20240917', 205), ('20240918', 168), ('20240919', 170)]",-884,整体下降趋势
7368132982860679231,郑州书画艺术馆,2141,129,1102582,8547,2024-05-12 15:19:52,"[('20240906', 1054), ('20240907', 327), ('20240908', 76), ('20240909', 148), ('20240910', 303), ('20240911', 1202), ('20240912', 188), ('20240913', 234), ('20240914', 2066), ('20240915', 1165), ('20240916', 1158), ('20240917', 205), ('20240918', 168), ('20240919', 170)]",-884,整体下降趋势
1682515114041357,情感推文,2126,8695,42293300,4864,2020-11-05 10:33:13,"[('20240906', 252), ('20240907', 521), ('20240908', 0), ('20240908', 279), ('20240909', 170), ('20240910', 176), ('20240911', 207), ('20240912', 165), ('20240913', 148), ('20240914', 813), ('20240915', 175), ('20240916', 308), ('20240917', 214), ('20240918', 1072), ('20240919', 363)]",111,整体上升趋势
1652125482219533,经典语录句句扎心,2113,63879,235853233,3692,2019-12-05 23:47:20,"[('20240906', 500), ('20240907', 641), ('20240908', 521), ('20240909', 589), ('20240910', 518), ('20240911', 389), ('20240912', 448), ('20240913', 484), ('20240914', 431), ('20240915', 498), ('20240916', 408), ('20240917', 354), ('20240917', 0), ('20240918', 434), ('20240919', 686)]",186,整体上升趋势
1585084121876493,放下,14838,246454,2562924570,10399,2017-11-25 23:53:36,"[('20240906', 2936), ('20240907', 3531), ('20240908', 3085), ('20240909', 7231), ('20240910', 3507), ('20240911', 3412), ('20240912', 2680), ('20240913', 2802), ('20240914', 3423), ('20240915', 2995), ('20240916', 2792), ('20240917', 2318), ('20240918', 4867), ('20240919', 5257)]",2321,整体上升趋势
1664544657169412,致命情毒,2111,4532,76420584,16862,2020-04-21 01:45:29,"[('20240907', 0), ('20240908', 0), ('20240909', 1323), ('20240912', 278), ('20240914', 287), ('20240915', 0), ('20240917', 0), ('20240918', 0), ('20240919', 238)]",238,整体上升趋势
1628774141796427,紫色阳光,2098,203,1690501,8327,2019-03-23 05:47:46,"[('20240906', 753), ('20240907', 782), ('20240908', 630), ('20240909', 774), ('20240910', 563), ('20240911', 693), ('20240912', 681), ('20240913', 560), ('20240914', 667), ('20240915', 663), ('20240916', 711), ('20240917', 962), ('20240918', 621), ('20240919', 705)]",-48,整体下降趋势
1658141320200200,说不出的心酸和思念,2097,2716,28086127,10340,2020-02-10 09:27:46,"[('20240906', 0), ('20240906', 60), ('20240907', 0), ('20240907', 44), ('20240908', 47), ('20240909', 31), ('20240910', 31), ('20240910', 0), ('20240911', 0), ('20240911', 37), ('20240912', 85), ('20240913', 54), ('20240913', 0), ('20240914', 52), ('20240915', 1149), ('20240916', 596), ('20240916', 0), ('20240917', 359), ('20240918', 247), ('20240919', 200)]",200,整体上升趋势
1729511061285895,书单热门作品100w爆款文案,68621,6423865,45222254465,7039,2022-04-08 04:02:45,"[('20240906', 21291), ('20240907', 20312), ('20240908', 20043), ('20240909', 23620), ('20240910', 25500), ('20240911', 23120), ('20240912', 18238), ('20240913', 16779), ('20240914', 18325), ('20240915', 16215), ('20240916', 16465), ('20240917', 17550), ('20240918', 15964), ('20240919', 19508)]",-1783,整体下降趋势
1746885595149326,重善因才能得善果,2089,40821,72903912,1785,2022-10-16 22:54:48,"[('20240906', 373), ('20240907', 376), ('20240908', 423), ('20240909', 394), ('20240910', 639), ('20240911', 514), ('20240912', 379), ('20240913', 448), ('20240914', 420), ('20240915', 381), ('20240916', 371), ('20240917', 955), ('20240918', 766), ('20240919', 490)]",117,整体上升趋势
1715827616822285,只有挣钱才是出路,2080,156,445008,2852,2021-11-08 03:09:08,"[('20240910', 449), ('20240911', 82), ('20240911', 0), ('20240912', 98), ('20240913', 496), ('20240914', 443), ('20240915', 371), ('20240916', 220), ('20240917', 344), ('20240918', 723), ('20240919', 341)]",-108,整体下降趋势
1715909393934347,胡家赫,2068,1679,110532722,65832,2021-11-09 00:47:14,"[('20240906', 1314), ('20240907', 1000), ('20240908', 896), ('20240909', 1040), ('20240910', 831), ('20240911', 860), ('20240912', 1656), ('20240913', 1128), ('20240914', 1253), ('20240915', 894), ('20240916', 976), ('20240917', 1059), ('20240918', 1310), ('20240919', 1299)]",-15,整体下降趋势
1607325967120456,诫子书,2066,5850,52864171,9036,2018-07-29 11:58:13,"[('20240906', 354), ('20240907', 445), ('20240908', 402), ('20240909', 639), ('20240910', 503), ('20240911', 471), ('20240912', 478), ('20240913', 596), ('20240914', 525), ('20240915', 500), ('20240916', 464), ('20240917', 581), ('20240918', 1082), ('20240919', 743)]",389,整体上升趋势
7386837026786281491,请相信爱和善良一定会有福报,2065,11898,22809222,1917,2024-07-02 01:00:45,"[('20240906', 803), ('20240907', 801), ('20240908', 749), ('20240909', 1694), ('20240910', 1278), ('20240911', 1084), ('20240912', 979), ('20240913', 1025), ('20240914', 931), ('20240915', 735), ('20240916', 1178), ('20240917', 731), ('20240918', 1044), ('20240919', 814)]",11,整体上升趋势
1649890341911564,述情障碍,2054,991,40732131,41102,2019-11-11 07:40:44,"[('20240906', 393), ('20240907', 416), ('20240908', 501), ('20240909', 542), ('20240910', 398), ('20240911', 380), ('20240912', 285), ('20240913', 446), ('20240914', 562), ('20240915', 469), ('20240916', 470), ('20240917', 465), ('20240918', 476), ('20240919', 334)]",-59,整体下降趋势
1719444840184840,创作有数🔥🔥🔥,2052,20812,32062859,1540,2021-12-18 01:20:44,"[('20240906', 90), ('20240907', 130), ('20240908', 55), ('20240909', 39), ('20240910', 72), ('20240911', 39), ('20240912', 41), ('20240913', 47), ('20240914', 57), ('20240915', 969), ('20240916', 240), ('20240917', 2311), ('20240918', 125), ('20240919', 182)]",92,整体上升趋势
1579759167653901,不爱,2049,12807,160675577,12545,2017-09-28 05:15:44,"[('20240906', 612), ('20240907', 623), ('20240908', 688), ('20240909', 894), ('20240910', 588), ('20240911', 663), ('20240912', 577), ('20240913', 461), ('20240914', 528), ('20240915', 548), ('20240916', 735), ('20240917', 421), ('20240918', 488), ('20240919', 561)]",-51,整体下降趋势
1593401047544839,变好,2046,278963,555605282,1991,2018-02-25 19:07:35,"[('20240906', 1133), ('20240907', 1121), ('20240908', 6365), ('20240909', 3217), ('20240910', 1205), ('20240911', 1057), ('20240912', 957), ('20240913', 1093), ('20240914', 1035), ('20240915', 1181), ('20240916', 1038), ('20240917', 1004), ('20240918', 1005), ('20240919', 985)]",-148,整体下降趋势
1607064911670275,晚间电台,2045,782,9660836,12354,2018-07-26 14:48:51,"[('20240906', 825), ('20240907', 529), ('20240908', 578), ('20240909', 474), ('20240910', 550), ('20240911', 478), ('20240912', 534), ('20240913', 379), ('20240914', 429), ('20240915', 566), ('20240916', 458), ('20240917', 548), ('20240918', 649), ('20240919', 732)]",-93,整体下降趋势
1599778952144903,走心句子,6755,307244,2812615547,9154,2018-05-07 04:41:39,"[('20240906', 2770), ('20240907', 2585), ('20240908', 2919), ('20240909', 2710), ('20240910', 2959), ('20240911', 2739), ('20240912', 2407), ('20240913', 2487), ('20240914', 2200), ('20240915', 2514), ('20240916', 2304), ('20240917', 2040), ('20240918', 2202), ('20240919', 4417)]",1647,整体上升趋势
